Page,Frame,Motor 1,Motor 2,Motor 3,Motor 4,Motor 5,Motor 6,Motor 7,Motor 8,Motor 9,Motor 10,Motor 11,Motor 12,Motor 13,Motor 14,Motor 15,Motor 16,Motor 17,Motor 18
147,40,-73.83,88.18,-68.26,67.97,-14.65,14.36,-62.7,62.4,-8.5,4.69,-31.35,52.44,-69.43,76.17,49.22,-35.16,-8.2,3.52
147,50,-69.73,92.29,-68.26,67.97,-14.65,14.36,-63.28,62.99,-6.74,5.57,-32.23,53.32,-69.73,76.76,48.63,-34.86,-6.74,5.57
147,60,-66.5,95.51,-68.26,67.97,-14.65,14.36,-63.28,62.99,-5.86,7.62,-35.74,54.2,-72.95,76.46,48.63,-33.98,-5.86,7.62
147,70,-63.87,98.14,-68.26,67.97,-14.65,14.36,-63.28,62.99,-4.69,9.67,-38.96,54.79,-75.29,75,47.75,-31.93,-4.69,9.67
148 BRT_E_L,10,-61.23,100.78,-68.26,67.97,-14.65,14.36,-63.28,62.99,-3.52,11.72,-40.43,53.03,-76.76,72.66,46,-29.59,-3.52,11.72
148 BRT_E_L,20,-61.82,100.2,-68.26,67.97,-14.65,14.36,-63.28,62.99,-2.34,13.77,-42.48,52.15,-77.05,69.14,44.24,-27.25,-2.34,13.77
148 BRT_E_L,30,-62.99,99.02,-68.26,67.97,-14.65,14.36,-63.28,62.99,-1.17,15.23,-43.36,50.39,-76.46,65.62,42.77,-25.2,-1.17,15.23
148 BRT_E_L,40,-65.33,96.68,-68.26,67.97,-14.65,14.36,-63.28,62.99,0,16.11,-43.36,48.34,-75,62.4,41.6,-24.02,0,16.11
148 BRT_E_L,50,-68.55,93.46,-68.26,67.97,-14.65,14.36,-62.11,61.82,-1.76,17.29,-43.36,50.39,-73.83,69.14,40.43,-29,1.17,16.41
148 BRT_E_L,60,-72.36,89.65,-68.26,67.97,-14.65,14.36,-58.89,58.59,-6.74,18.46,-44.82,54.2,-73.24,83.2,38.09,-38.96,2.05,15.23
148 BRT_E_L,70,-76.46,85.55,-68.26,67.97,-14.65,14.36,-54.2,53.91,-8.5,17.29,-47.17,53.03,-72.66,90.23,35.45,-47.17,3.22,13.18
149,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38
149,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5
149,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75,73.54,37.21,-36.91,4.69,7.32
149,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15
149,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69
149,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93
149,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
150 BRT_E_R,10,-101.37,60.64,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-58.01,42.19,-75.59,77.64,27.25,-45.41,-3.22,-0.59
150 BRT_E_R,20,-100.78,61.23,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-58.3,43.36,-72.95,77.05,24.61,-43.65,-4.98,-2.34
150 BRT_E_R,30,-99.61,62.4,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-57.71,43.65,-70.31,75.88,22.56,-42.19,-6.45,-3.81
150 BRT_E_R,40,-97.27,64.75,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-56.25,42.77,-68.26,73.83,21.68,-41.31,-7.62,-4.98
150 BRT_E_R,50,-94.04,67.97,-68.26,67.97,-14.65,14.36,-46.58,46.29,-10.25,-2.64,-57.42,42.48,-74.12,72.36,26.37,-40.14,-9.38,-5.57
150 BRT_E_R,60,-90.23,71.78,-68.26,67.97,-14.65,14.36,-49.8,49.51,-14.94,3.52,-58.59,44.24,-85.84,72.07,37.21,-38.09,-11.72,-5.27
150 BRT_E_R,70,-86.13,75.88,-68.26,67.97,-14.65,14.36,-54.2,53.91,-17.58,8.2,-53.32,46.88,-90.53,72.36,46.88,-35.74,-13.48,-3.52
151,10,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46,-87.89,71.78,43.65,-36.04,-9.67,-6.45
151,20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86
151,30,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98
151,40,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81
151,50,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34
151,60,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59
151,70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
152 Balance,12,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
153 Clap end,125,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17
